reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1946-07-02,,183.0,183.0,1946.0,7.0,2.0,02 Jul 1946,,,NORTH_AMERICA,US,Idaho,Lemhi Co.,,"1 mile s. e. of Blue Nose, head of Spring Creek, n. w. of Indianola Ranger Station.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1943-05-16,,136.0,136.0,1943.0,5.0,16.0,16 May 1943,,,NORTH_AMERICA,US,Idaho,Adams Co.,,"Evergreen Camp. 18N, 1E.",,,,,,,,,,,,False,False
,PRESENT,1920-08-08,,221.0,221.0,1920.0,8.0,8.0,08 Aug 1920,,,NORTH_AMERICA,US,Wyoming,Lincoln Co.,,"Jackson's Hole, around Jenny Lake.",,6700 ft,,,,,,,,,,False,False
,PRESENT,1941-05-07,,127.0,127.0,1941.0,5.0,7.0,07 May 1941,,,NORTH_AMERICA,US,Idaho,Bonner Co.,,Dickensheet Crossing of Priest River 4 miles west of Coolin. On banks of river.,,,,,,,,,,,,False,False
,PRESENT,1932-06-24,,176.0,176.0,1932.0,6.0,24.0,24 Jun 1932,,,NORTH_AMERICA,US,Wyoming,,,Grand Teton National Park. Northwestern Wyoming.,,7000 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1947-07-12,,193.0,193.0,1947.0,7.0,12.0,12 Jul 1947,,,NORTH_AMERICA,US,Montana,Park Co.,,6 miles west of Four Mile Ranger Station,,,,,,,,,,,,False,False
,PRESENT,1939-07-23,,204.0,204.0,1939.0,7.0,23.0,23 Jul 1939,,,NORTH_AMERICA,US,Idaho,Lemhi Co.,,Long Tom Mt.,,,,,,,,,,,,False,False
,PRESENT,1932-08-28,,241.0,241.0,1932.0,8.0,28.0,28 Aug 1932,,,NORTH_AMERICA,US,Wyoming,,,Isa Lake. Continental Divide. Yellowstone Natl Park.,,8200 ft,,,,,,,,,,False,False
,PRESENT,1944-05-26,,147.0,147.0,1944.0,5.0,26.0,26 May 1944,,,NORTH_AMERICA,US,Washington,Garfield Co.,,18 miles south of Pomeroy in the Blue Mountains,,5000 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1932-08-28,,241.0,241.0,1932.0,8.0,28.0,28 Aug 1932,,,NORTH_AMERICA,US,Wyoming,,,near West Thumb. Yellowstone Natl Park.,,8000 ft,,,,,,,,,,False,False
,PRESENT,1949-05-10,,130.0,130.0,1949.0,5.0,10.0,10 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Thickets on the slope of Moscow Mountain, ca. 5 miles northeast of Moscow.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,s.d.,,,NORTH_AMERICA,US,Idaho,Fremont Co.,,"Antelope Flat, Targhee.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1935-06-22/1935-06-30,,173.0,181.0,1935.0,6.0,,22 Jun 1935 - 30 Jun 1935,,,NORTH_AMERICA,US,Wyoming,,,"""Jackson Hole"", vicinity of Jackson Lake and on the lower slopes of the Teton Mts. Slope near Lake Leigh.",,7500-8500 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1941-06-30,,181.0,181.0,1941.0,6.0,30.0,30 Jun 1941,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Powell R.S.,,,,,,,,,,,,False,False
,PRESENT,1938-07-22,,203.0,203.0,1938.0,7.0,22.0,22 Jul 1938,,,NORTH_AMERICA,US,Idaho,Valley Co.,,"near Warm Lake, about 30 miles northeast of Cascade",,5000 ft,,,,,,,,,,False,False
,PRESENT,1858/1860,,,,,,,1858 - 1860,,,NORTH_AMERICA,US,,,,Steven's Pacific Rairoad Survey,,,,,,,,,,,,False,False
,PRESENT,1943-06-19,,170.0,170.0,1943.0,6.0,19.0,19 Jun 1943,,,NORTH_AMERICA,US,Idaho,Bonner Co.,,Priest River Exptl. Forest.,,,,,,,,,,,,False,False
,PRESENT,1937-08-15,,227.0,227.0,1937.0,8.0,15.0,15 Aug 1937,,,NORTH_AMERICA,US,Wyoming,,,"String Lake, Teton Park",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1941-07-17,,198.0,198.0,1941.0,7.0,17.0,17 Jul 1941,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Sheep Creek Trail; Seven Devils Mts.; On timbered mountainside.,,,,,,,,,,,,False,False
,PRESENT,1939-05-27,,147.0,147.0,1939.0,5.0,27.0,27 May 1939,,,NORTH_AMERICA,US,Washington,Kittitas Co.,,north side of Lake Keechelus,,2600 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1896-07-09,,191.0,191.0,1896.0,7.0,9.0,09 Jul 1896,,,NORTH_AMERICA,US,Montana,,,"Spanish Basin, Madison Range",,6000 ft,,,,,,,,,,False,False
,PRESENT,1934-07-13,,194.0,194.0,1934.0,7.0,13.0,13 Jul 1934,,,NORTH_AMERICA,US,Idaho,Teton Co.,,"Victor, in mountains south of town.",,,,,,,,,,,,False,False
,PRESENT,1945-07-23,,204.0,204.0,1945.0,7.0,23.0,23 Jul 1945,,,NORTH_AMERICA,US,Montana,Beaverhead Co.,,"slope above Ajax Lake, Bitter Root Range",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1883-06-29,,180.0,180.0,1883.0,6.0,29.0,29 Jun 1883,,,NORTH_AMERICA,US,Montana,,,Prickly Pear Creek,,6000 ft,,,,,,,,,,False,False
,PRESENT,1945-08-05,,217.0,217.0,1945.0,8.0,5.0,05 Aug 1945,,,NORTH_AMERICA,US,Montana,Sweet Grass Co.,,"below Blue Lake, just above Big Timber Creek, Crazy Mts.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1949-05-22,,142.0,142.0,1949.0,5.0,22.0,22 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Woods, East Moscow Mountain.",,,,,,,,,,,,False,False
,PRESENT,1949-05-10,,130.0,130.0,1949.0,5.0,10.0,10 May 1949,,,NORTH_AMERICA,US,Idaho,Latah Co.,,"Thickets on the slope of Moscow Mountain, ca. 5 mi. Northeast of Moscow.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1950-07-21,,202.0,202.0,1950.0,7.0,21.0,21 Jul 1950,,,NORTH_AMERICA,US,Oregon,Wallowa Co.,,"At Horsehoe Lake, Lake Basin, Wallowa Mts.",,,,,,,,,,,,False,False
,PRESENT,1897-06-01,,152.0,152.0,1897.0,6.0,1.0,01 Jun 1897,,,NORTH_AMERICA,CA,British Columbia,,,Glacier,,4122 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1933-08-27,,239.0,239.0,1933.0,8.0,27.0,27 Aug 1933,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,Honeysuckle R. S.; mountain ridges.,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1940-06-24,,176.0,176.0,1940.0,6.0,24.0,24 Jun 1940,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Graves Pt. L.O.,,4500 ft,,,,,,,,,,False,False
,PRESENT,1887-06,,,,1887.0,6.0,,Jun 1887,,,NORTH_AMERICA,US,Idaho,Kootenai Co.,,Mountain woods [no specific locality].,,,,,,,,,,,,False,False
,PRESENT,1938-08-10/1938-08-15,,222.0,227.0,1938.0,8.0,,10 Aug 1938 - 15 Aug 1938,,,NORTH_AMERICA,US,Idaho,,,Dry Diggings Camp; Seven Devils Mountains; Nez Perce National Forest.,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,s.d.,,,NORTH_AMERICA,US,,,,Bor. Am.,,,,,,,,,,,,False,False
,PRESENT,1934-06-20,,171.0,171.0,1934.0,6.0,20.0,20 Jun 1934,,,NORTH_AMERICA,US,Washington,Kittitas Co.,,Red Mt.,,4500 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1939-07-13,,194.0,194.0,1939.0,7.0,13.0,13 Jul 1939,,,NORTH_AMERICA,US,Idaho,,,"East side of Warm River Canyon, near Henry's Fork of Snake River.",,5500 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,03 Jul 1958,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,"Rocky bank above St. Joe River, 8 miles n. of Avery.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1896-07-10,,192.0,192.0,1896.0,7.0,10.0,10 Jul 1896,,,NORTH_AMERICA,US,Montana,,,"Spanish Basin, Madison Range",,6000 ft,,,,,,,,,,False,False
,PRESENT,1940-07-23,,205.0,205.0,1940.0,7.0,23.0,23 Jul 1940,,,NORTH_AMERICA,US,Idaho,Valley Co.,,Brundage Mt.; Moist shady cr. bottom.,,,,,,,,,,,,False,False
,PRESENT,1971-08-19,,231.0,231.0,1971.0,8.0,19.0,19 Aug 1971,,,NORTH_AMERICA,US,Oregon,Union Co.,,"""Woodland Camp"" vicinity, 6 mi. S. E. of Tollgate on Hwy.",,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,02 Jul 1938,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,Ridge east of Freezout Mountain. St. Joe National Forest.,,5500 ft,,,,,,,,,,False,False
,PRESENT,1946-08-12,,224.0,224.0,1946.0,8.0,12.0,12 Aug 1946,,,NORTH_AMERICA,US,Oregon,Baker Co.,,"along Antone Creek, 4 miles below Anthony Lakes, Blue Mountains",,,,,,,,,,,,False,False
,PRESENT,1987-06-04,,155.0,155.0,1987.0,6.0,4.0,04 Jun 1987,,,NORTH_AMERICA,US,Idaho,Fremont Co.,,"Tom Creek, ca 5 mi due E of Island Park",,,,,,,,,,,,False,False
,PRESENT,1941-07-02,,183.0,183.0,1941.0,7.0,2.0,02 Jul 1941,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,Silway River.,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1895-08-05,,217.0,217.0,1895.0,8.0,5.0,05 Aug 1895,,,NORTH_AMERICA,US,Idaho,,,"From the region of the Coeur d'Alene Mountains, northern Idaho. Summit of Stevens Peak.",,6496 ft,,,,,,,,,,False,False
,PRESENT,1883-07-15,,196.0,196.0,1883.0,7.0,15.0,15 Jul 1883,,,NORTH_AMERICA,US,Montana,,,Headwaters of Jocko River,,6000 ft,,,,,,,,,,False,False
,PRESENT,1940-10-12,,286.0,286.0,1940.0,10.0,12.0,12 Oct 1940,,,NORTH_AMERICA,US,Idaho,Idaho Co.,,"Green Saddle on Lolo Trail, 25 miles east of Pierce. In divide.",,,,,,,,,,,,False,False
,PRESENT,1932-07-24,,206.0,206.0,1932.0,7.0,24.0,24 Jul 1932,,,NORTH_AMERICA,US,Wyoming,,,Northwestern Wyoming. Grand Teton National Park.,,7000 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1916-08-03,,216.0,216.0,1916.0,8.0,3.0,03 Aug 1916,,,NORTH_AMERICA,US,Idaho,Custer Co.,,Josephus Lakes.Shady slopes.,,7000 ft,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1933-08-25,,237.0,237.0,1933.0,8.0,25.0,25 Aug 1933,,,NORTH_AMERICA,US,Idaho,Shoshone Co.,,Lookout Pass. Mountain ridge.,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1946-08-15,,227.0,227.0,1946.0,8.0,15.0,15 Aug 1946,,,NORTH_AMERICA,US,Oregon,Wallowa Co.,,9 miles south of Imnoha,,,,,,,,,,,,False,False
,PRESENT,1946-08-21,,233.0,233.0,1946.0,8.0,21.0,21 Aug 1946,,,NORTH_AMERICA,US,Oregon,Wallowa Co.,,"Wallowa Mountains, shores on west side of Mirror Lake",,,,,,,,,,,,False,False
,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,12 Jul 1948,,,NORTH_AMERICA,US,Montana,Lake Co.,,Cliffs high above and ca. 6 miles s.e. of McDonald Lake; Mission Range,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
,PRESENT,1896-07-18,,200.0,200.0,1896.0,7.0,18.0,18 Jul 1896,,,NORTH_AMERICA,US,Montana,,,"Spanish Basin, Madison Range",,6000 ft,,,,,,,,,,False,False
,PRESENT,1945-07-08,,189.0,189.0,1945.0,7.0,8.0,08 Jul 1945,,,NORTH_AMERICA,US,Montana,Meagher Co.,,northeast base of Castle Mts.; ca. 10 mi. s.e. of 4-Mile Ranger Station,,,,,,,,,,,,False,False
,PRESENT,1892-05-20T00:00,,141.0,141.0,1892.0,5.0,20.0,,,,,US,Idaho (愛達荷州),Nez Perces County,,vicinity of Lake Waha,vicinity of Lake Waha,,,,,,,,1892-05-20T00:00:00,,,False,False
,PRESENT,1917-08-24,,236.0,236.0,1917.0,8.0,24.0,24 Aug 1917,,"North America, United States, Oregon, Josephine",NORTH_AMERICA,US,Oregon,Josephine,,Steve Peak.,,,,,,,,,,1585.0,0.0,False,False
,PRESENT,,,,,,,,,,,,US,Oregon,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,California,,,,,,,,,,,,,,,False,False
,PRESENT,,,,,,,,,,,,US,Washington,,Puget Sound,,,,,,,,,,,,,False,False
,PRESENT,2004-06-20,,172.0,172.0,2004.0,6.0,20.0,,,,,US,Idaho,Valley,UNK,"Trail to box lake, T19N R4E ~6500 ft.",,,,,,,,,,,,False,False
,PRESENT,2003-06-25,,176.0,176.0,2003.0,6.0,25.0,,,,,US,Idaho,Clearwater,Clearwater,"Isabella Creek, sampled upstream of forest service road crossing creek Flat/hillside on west side of creek, creek bottom largely rock and gravelly sand",,,,,,,,,,,,False,False
,PRESENT,1995-11-06,,310.0,310.0,1995.0,11.0,6.0,,,,,US,Idaho,Valley,UNK,"Along east shore Secesh River, trail to Loon Lake. 5400 ft.",,,,,,,,,,,,False,False
,PRESENT,1909-05-22,,142.0,142.0,1909.0,5.0,22.0,,dry rocky ground,,,US,Massachusetts,Hampshire,South Hadley,,,,,,,,,,,,,False,False
,PRESENT,1945-07-13,,194.0,194.0,1945.0,7.0,13.0,,In lodgepole pine forest.,,,US,Montana,Meagher,,"Little Belt Mountains: Harley Park, ca 6 mi W of Neihart.",,,,,,,,,,,,False,False
,PRESENT,1962-06-10,,161.0,161.0,1962.0,6.0,10.0,,"On 35% east facing slope, in mesic forest.",,,US,Montana,Ravalli,,"Bitterroot National Forest: above Sheafman Creek, Bitterroot Mountains, ca 6 1/2 mi NW of Hamilton.",,,,,,,,,,,,False,False
,PRESENT,1959-08-31,,243.0,243.0,1959.0,8.0,31.0,,"Slope 50%, west exposure.",,,US,Montana,Beaverhead,,U.S.S. Experiment Station: Summer Range: Tom''s Creek.,,,,,,,,,,,,False,False
,PRESENT,1925-07-25,,206.0,206.0,1925.0,7.0,25.0,,"West side slough, north end.",,,US,Montana,Missoula,,Seeley Lake.,,,,,,,,,,,,False,False
,PRESENT,1945-07-08,,189.0,189.0,1945.0,7.0,8.0,,In lodgepole pine forest.,,,US,Montana,Meagher,,Northeast base of Castle Mountains: ca 10 mi SE of Fourmile Ranger Station.,,,,,,,,,,,,False,False
,PRESENT,1968-09-10,,254.0,254.0,1968.0,9.0,10.0,,"On 25% northeast facing slope, on forested mountainside.",,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1927-08-01,,213.0,213.0,1927.0,8.0,1.0,,Moist woods.,,,US,Montana,Gallatin,,"Middle Creek Canyon, Blackmore Lake Trail.",,,,,,,,,,,,False,False
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,"On level slope, in mixed coniferous forest, with Linnaea borealis, Vaccinium sp., Arctostaphylos uva-ursi, Arnica cordifolia, Cornus canadensis, Larix.",,,US,Montana,Lake,,"Flathead National Forest: Swan Valley, vicinity of Lion Creek.",,,,,,,,,,,,False,False
,PRESENT,1902-06-10,,161.0,161.0,1902.0,6.0,10.0,,,,,US,Montana,,,Bracket Creek.,,,,,,,,,,,,False,False
,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,,High cliffs.,,,US,Montana,Lake,,Mission Range: ca 6 mi SE of McDonald Lake.,,,,,,,,,,,,False,False
,PRESENT,1963-07-02,,183.0,183.0,1963.0,7.0,2.0,,"On 20-45% east facing slope, on ridge top.",,,US,Montana,Missoula,,"Lolo National Forest: Gold Peak, Jocko Mountains, 19 mi NE of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1937-07-20,,201.0,201.0,1937.0,7.0,20.0,,"Shallow, gravelly loam soil; associated with Pco, Vca, Arc, Cru.",,,US,Montana,Beaverhead,,Beaverhead National Forest.,,,,,,,,,,,,False,False
,PRESENT,1945-07-23,,204.0,204.0,1945.0,7.0,23.0,,Fairly dry area on slope.,,,US,Montana,Beaverhead,,Bitterroot Range: above Ajax Lake.,,,,,,,,,,,,False,False
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,On 30% south facing slope.,,,US,Montana,Missoula,,"Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.",,,,,,,,,,,,False,False
,PRESENT,1948-07-11,,193.0,193.0,1948.0,7.0,11.0,,,,,US,Montana,Missoula,,East side Mission Range: 1/2 mi NE of Glacier Lake.,,,,,,,,,,,,False,False
,PRESENT,1968-06-25,,177.0,177.0,1968.0,6.0,25.0,,"On 25% northeast facing slope, on forested mountain side.",,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1946-07-09,,190.0,190.0,1946.0,7.0,9.0,,,,,US,Montana,Missoula,,Rattlesnake Drainage: foot of Spring Creek Trail.,,,,,,,,,,,,False,False
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,Among scattered trees in spruce-fir zone.,,,US,Montana,Missoula,,"Swan Range: N of Upper Holland Lake, ca 80 mi NE of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1948-07-15,,197.0,197.0,1948.0,7.0,15.0,,,,,US,Montana,Missoula,,Flathead Range: Flathead National Forest: 1/2 mi E of Upper Holland Lake.,,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False
,PRESENT,1938-08-11,,223.0,223.0,1938.0,8.0,11.0,,"Slope 30%, west exposure; moist shady soil; associated with Douglas fir, Calamagrostis rubescens, Arnica, Arctostaphylos.",,,US,Montana,Ravalli,,Bitterroot National Forest: Black Bear Ranger Station.,,,,,,,,,,,,False,False
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False
,PRESENT,1962-06-30,,181.0,181.0,1962.0,6.0,30.0,,"On a 60% northwest facing slope, in a ""dog-hair"" lodgepole pine forest.",,,US,Montana,Missoula,,"Lolo National Forest: Wagon Mountain Road 3 mi W of Graves Creek, 21 mi SW of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1968-07-02,,184.0,184.0,1968.0,7.0,2.0,,On 20% south facing slope.,,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 0.5 mi SW of TV Mountain, 8.5 mi N of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1968-05-31,,152.0,152.0,1968.0,5.0,31.0,,"On 25% northeast facing slope, on forested mountainside.",,,US,Montana,Missoula,,"Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False
,PRESENT,1959-05-28,,148.0,148.0,1959.0,5.0,28.0,,"Slope 5%, west exposure; gravelly loam soil; larch-fir habitat; associated withlarch, Douglas fir, huckleberry, beargrass, Oregon grape.",,,US,Montana,Flathead,,Flathead National Forest: Coram Experimental Forest.,,,,,,,,,,,,False,False
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,On 30% south facing slope.,,,US,Montana,Missoula,,"Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.",,,,,,,,,,,,False,False
,PRESENT,1962-08-06,,218.0,218.0,1962.0,8.0,6.0,,Slope 40-60% north; mesic mixed conifer forest.,,,US,Montana,Flathead,,"Flathead National Forest: Hallowat Creek: 0.8 mi above junction with Big Creek, 11 mi N of Whitefish.",,,,,,,,,,,,False,False
,PRESENT,1962-07-02,,183.0,183.0,1962.0,7.0,2.0,,"Slope 0-25%, south exposure; gray wooded soil; mountain slope; Ceanothus brushfield; associated with Ceanothus velutinus.",,,US,Montana,Missoula,,"Lolo National Forest: Wagon Mountain Road, ca 8 mi W of Graves Creek, 26 mi SW of Missoula.",,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,On 35% south facing slope.,,,US,Montana,Ravalli,,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.",,,,,,,,,,,,False,False
,PRESENT,1923-07-02,,183.0,183.0,1923.0,7.0,2.0,,Moderate south slope; gravelly loam soil.,,,US,Montana,,,Missoula National Forest: Montour Creek.,,,,,,,,,,,,False,False
,PRESENT,1935-06-05,,156.0,156.0,1935.0,6.0,5.0,,,,,US,Montana,,,Glacier National Park: Headquarters.,,,,,,,,,,,,False,False
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,On 35% south facing slope.,,,US,Montana,Ravalli,,"Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.",,,,,,,,,,,,False,False
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,"Slope 10%, west exposure; forested mountain slope; lodgepole pine-alpine fir forest; associated with Vaccinium sp (#1998 and 1999), Xerophyllum tenax.",,,US,Montana,Ravalli,,"Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.",,,,,,,,,,,,False,False
