reproductiveCondition,occurrenceStatus,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,higherGeography,continent,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferencedDate,dateIdentified,elevation,elevationAccuracy,hasCoordinate,hasGeospatialIssues,geocoding_query
,PRESENT,1911-06-05,,156.0,156.0,1911.0,6.0,5.0,,,,,US,Idaho,Latah,,Cedar Mt.,,,,,,,,,,,,False,False,"Cedar Mt., Latah, Idaho, US"
,PRESENT,1980-07-16,,198.0,198.0,1980.0,7.0,16.0,,,,,US,Idaho,,,,,,,,,,,,,,,False,False,"Idaho, US"
,PRESENT,1949-06-28,,179.0,179.0,1949.0,6.0,28.0,,,,,US,Oregon,Josephine,,"Grayback Cr., Siskiyou Mts.",,,,,,,,,,,,False,False,"Grayback Cr., Siskiyou Mts., Josephine, Oregon, US"
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,,,,,US,Idaho,Shoshone,,"Dismal Lake, about 25 miles s. of Avery.",,,,,,,,,,,,False,False,"Dismal Lake, about 25 miles s. of Avery., Shoshone, Idaho, US"
,PRESENT,1943-08-10,,222.0,222.0,1943.0,8.0,10.0,,,,,US,Washington,Lewis,,"Lake Louise, Mt. Rainier Nat. Park.",,,,,,,,,,,,False,False,"Lake Louise, Mt. Rainier Nat. Park., Lewis, Washington, US"
,PRESENT,1913-07-15,,196.0,196.0,1913.0,7.0,15.0,,,,,US,Washington,Columbia,,Poverty Flat. Wenaha Forest Reserve.,,,,,,,,,,,,False,False,"Poverty Flat. Wenaha Forest Reserve., Columbia, Washington, US"
,PRESENT,1938-07-02,,183.0,183.0,1938.0,7.0,2.0,,,,,US,Idaho,Shoshone,,Ridge east of Freezeout Mountain. St. Joe National Forest.,,,,,,,,,,,,False,False,"Ridge east of Freezeout Mountain. St. Joe National Forest., Shoshone, Idaho, US"
,PRESENT,1997-07-09,,190.0,190.0,1997.0,7.0,9.0,,,,,US,Idaho,Fremont,,"""Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson.""",,,,,,,,,,,,False,False,"""Centennial Mountains: Targhee National Forest: head of Tin Cup Creek on divide above Hell Roaring Creek, ca 1.5 mi SW of the summit of Mt. Jefferson."", Fremont, Idaho, US"
,PRESENT,1889-05,,,,1889.0,5.0,,,,,,US,Montana,Gallatin,,Mountains near Bozeman.,,,,,,,,,,,,False,False,"Mountains near Bozeman., Gallatin, Montana, US"
,PRESENT,2007-07-11,,192.0,192.0,2007.0,7.0,11.0,,,,,US,Idaho,Boundary,,Gunshot Peak vic.,,,,,,,,,,,,False,False,"Gunshot Peak vic., Boundary, Idaho, US"
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,,,,US,Montana,Flathead,,Vic. Lion Creek in Swan Valley.,,,,,,,,,,,,False,False,"Vic. Lion Creek in Swan Valley., Flathead, Montana, US"
,PRESENT,1938-05-27,,147.0,147.0,1938.0,5.0,27.0,,,,,US,Idaho,Idaho,,Lolo Pass.,,,,,,,,,,,,False,False,"Lolo Pass., Idaho, Idaho, US"
,PRESENT,1892-06-20,,172.0,172.0,1892.0,6.0,20.0,,,,,US,Washington,,,[no locality given on the label].,,,,,,,,,,,,False,False,"[no locality given on the label]., , Washington, US"
,PRESENT,1936-07-01,,183.0,183.0,1936.0,7.0,1.0,,,,,US,Oregon,Jackson,,"Huckleberry Mountain, Rogue River National Forest.",,,,,,,,,,,,False,False,"Huckleberry Mountain, Rogue River National Forest., Jackson, Oregon, US"
,PRESENT,1883-06-26,,177.0,177.0,1883.0,6.0,26.0,,,,,US,Washington,,,Mount Adams.,,,,,,,,,,,,False,False,"Mount Adams., , Washington, US"
,PRESENT,1953-07-23,,204.0,204.0,1953.0,7.0,23.0,,,,,US,Oregon,Marion,,21 miles northeast of Detroit on road to Olallie Lake.,,,,,,,,,,,,False,False,"21 miles northeast of Detroit on road to Olallie Lake., Marion, Oregon, US"
,PRESENT,2007-06-27,,178.0,178.0,2007.0,6.0,27.0,,,,,US,Idaho,Shoshone,,Ridge south of Moon Pass.,,,,,,,,,,,,False,False,"Ridge south of Moon Pass., Shoshone, Idaho, US"
,PRESENT,1974-06-29,,180.0,180.0,1974.0,6.0,29.0,,,,,US,Idaho,Custer,,Goat Creek in Sawtooth Wilderness Area,,,,,,,,,,,,False,False,"Goat Creek in Sawtooth Wilderness Area, Custer, Idaho, US"
,PRESENT,1920-08-25,,238.0,238.0,1920.0,8.0,25.0,,,,,US,Montana,Flathead,,Glacier National Park. (prob. Flathead Co.),,,,,,,,,,,,False,False,"Glacier National Park. (prob. Flathead Co.), Flathead, Montana, US"
,PRESENT,1981-06-18,,169.0,169.0,1981.0,6.0,18.0,,,,,US,Idaho,Gem,,"Loop road, 3rd Fork Guard Station, near Huckle Berry Pass",,,,,,,,,,,,False,False,"Loop road, 3rd Fork Guard Station, near Huckle Berry Pass, Gem, Idaho, US"
,PRESENT,1921-07-16,,197.0,197.0,1921.0,7.0,16.0,,,,,US,Montana,Gallatin,,Sour Dough Canyon.,,,,,,,,,,,,False,False,"Sour Dough Canyon., Gallatin, Montana, US"
,PRESENT,1982-06-19,,170.0,170.0,1982.0,6.0,19.0,,,,,US,Idaho,Valley,,"Ponderosa State Park, North end loop road",,,,,,,,,,,,False,False,"Ponderosa State Park, North end loop road, Valley, Idaho, US"
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake",,,,,,,,,,,,False,False,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake, Bonner, Idaho, US"
,PRESENT,1921-07-31,,212.0,212.0,1921.0,7.0,31.0,,,,,US,Montana,Powell,,"North Fork, about 15 miles out.",,,,,,,,,,,,False,False,"North Fork, about 15 miles out., Powell, Montana, US"
,PRESENT,1933-07-10,,191.0,191.0,1933.0,7.0,10.0,,,,,US,Idaho,Valley,,[No locality given on label],,,,,,,,,,,,False,False,"[No locality given on label], Valley, Idaho, US"
,PRESENT,1941-08-10,,222.0,222.0,1941.0,8.0,10.0,,,,,US,Washington,,,Base of Mt. St. Helens.,,,,,,,,,,,,False,False,"Base of Mt. St. Helens., , Washington, US"
,PRESENT,1973-10-07,,280.0,280.0,1973.0,10.0,7.0,,,,,US,Washington,Clallam,,Milepose 181 on highway 101.,,,,,,,,,,,,False,False,"Milepose 181 on highway 101., Clallam, Washington, US"
,PRESENT,1957-09,,,,1957.0,9.0,,,,,,US,Washington,Pierce,,Mt. Rainier.,,,,,,,,,,,,False,False,"Mt. Rainier., Pierce, Washington, US"
,PRESENT,1903-07-05,,186.0,186.0,1903.0,7.0,5.0,,,,,US,Montana,Glacier,,Midvale.,,,,,,,,,,,,False,False,"Midvale., Glacier, Montana, US"
,PRESENT,1965-06-16,,167.0,167.0,1965.0,6.0,16.0,,,,,US,Idaho,Teton,,5 miles west of Victor.,,,,,,,,,,,,False,False,"5 miles west of Victor., Teton, Idaho, US"
,PRESENT,1975-08-16,,228.0,228.0,1975.0,8.0,16.0,,,,,US,Washington,Pierce,,Crystal Mt. Recreational area.,,,,,,,,,,,,False,False,"Crystal Mt. Recreational area., Pierce, Washington, US"
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,,[No locality given],,,,,,,,,,,,False,False,"[No locality given], Lemhi, Idaho, US"
,PRESENT,1908-08-20,,233.0,233.0,1908.0,8.0,20.0,,,,,US,Montana,Carbon,,[No locality given.],,,,,,,,,,,,False,False,"[No locality given.], Carbon, Montana, US"
,PRESENT,1968-07-31,,213.0,213.0,1968.0,7.0,31.0,,,,,US,Washington,Asotin,,"Wenatchee Spring Road, 1.3 miles south.",,,,,,,,,,,,False,False,"Wenatchee Spring Road, 1.3 miles south., Asotin, Washington, US"
,PRESENT,1967-09-16,,259.0,259.0,1967.0,9.0,16.0,,,,,US,Washington,Kittitas,,"Stampede Pass, 0.5 mile East.",,,,,,,,,,,,False,False,"Stampede Pass, 0.5 mile East., Kittitas, Washington, US"
,PRESENT,1961-07-29,,210.0,210.0,1961.0,7.0,29.0,,,,,US,Idaho,Lemhi,,Lost Trail Pass along US 93.,,,,,,,,,,,,False,False,"Lost Trail Pass along US 93., Lemhi, Idaho, US"
,PRESENT,1923-08-27,,239.0,239.0,1923.0,8.0,27.0,,,,,US,Idaho,,,Trail to Elk Summit to Kooskooska. Selway Forest. (county unknown),,,,,,,,,,,,False,False,"Trail to Elk Summit to Kooskooska. Selway Forest. (county unknown), , Idaho, US"
,PRESENT,1969-08-09,,221.0,221.0,1969.0,8.0,9.0,,,,,US,Washington,Kittitas,,At Stampede Pass.,,,,,,,,,,,,False,False,"At Stampede Pass., Kittitas, Washington, US"
,PRESENT,1965-06-08,,159.0,159.0,1965.0,6.0,8.0,,,,,US,Idaho,Valley,,End of peninsula of Payette Lake. North Fork Payette River.,,,,,,,,,,,,False,False,"End of peninsula of Payette Lake. North Fork Payette River., Valley, Idaho, US"
,PRESENT,1914-06,,,,1914.0,6.0,,,,,,US,Washington,Whitman,,Palouse.,,,,,,,,,,,,False,False,"Palouse., Whitman, Washington, US"
,PRESENT,2002-07-27,,208.0,208.0,2002.0,7.0,27.0,,,,,US,Washington,Columbia,,"""Umatilla National Forest and Vicinity: Wenaha-Tucannon Willderness: Danger Point area on Smooth Ridge Trail, ca 33 mi E and 2 mi N of Walla Walla.""",,,,,,,,,,,,False,False,"""Umatilla National Forest and Vicinity: Wenaha-Tucannon Willderness: Danger Point area on Smooth Ridge Trail, ca 33 mi E and 2 mi N of Walla Walla."", Columbia, Washington, US"
,PRESENT,1962-06-10,,161.0,161.0,1962.0,6.0,10.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: above Sheafman Creek, Bitterroot Mountains, ca 6 1/2 mi NW of Hamilton.""",,,,,,,,,,,,False,False,"""Bitterroot National Forest: above Sheafman Creek, Bitterroot Mountains, ca 6 1/2 mi NW of Hamilton."", Ravalli, Montana, US"
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.""",,,,,,,,,,,,False,False,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains."", Missoula, Montana, US"
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby."", Ravalli, Montana, US"
,PRESENT,1968-06-25,,177.0,177.0,1968.0,6.0,25.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula."", Missoula, Montana, US"
,PRESENT,1948-07-11,,193.0,193.0,1948.0,7.0,11.0,,,,,US,Montana,Missoula,,East side Mission Range: 1/2 mi NE of Glacier Lake.,,,,,,,,,,,,False,False,"East side Mission Range: 1/2 mi NE of Glacier Lake., Missoula, Montana, US"
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.""",,,,,,,,,,,,False,False,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby."", Ravalli, Montana, US"
,PRESENT,1959-05-28,,148.0,148.0,1959.0,5.0,28.0,,,,,US,Montana,Flathead,,Flathead National Forest: Coram Experimental Forest.,,,,,,,,,,,,False,False,"Flathead National Forest: Coram Experimental Forest., Flathead, Montana, US"
,PRESENT,1933-07-22,,203.0,203.0,1933.0,7.0,22.0,,,,,US,Montana,Missoula,,Copper Cliff.,,,,,,,,,,,,False,False,"Copper Cliff., Missoula, Montana, US"
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False,"Glacier National Park: Belton Hills., , Montana, US"
,PRESENT,1963-07-02,,183.0,183.0,1963.0,7.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Gold Peak, Jocko Mountains, 19 mi NE of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Gold Peak, Jocko Mountains, 19 mi NE of Missoula."", Missoula, Montana, US"
,PRESENT,1959-08-31,,243.0,243.0,1959.0,8.0,31.0,,,,,US,Montana,Beaverhead,,U.S.S. Experiment Station: Summer Range: Tom''s Creek.,,,,,,,,,,,,False,False,"U.S.S. Experiment Station: Summer Range: Tom''s Creek., Beaverhead, Montana, US"
,PRESENT,1941-05-11,,131.0,131.0,1941.0,5.0,11.0,,,,,US,Montana,,,Glacier National Park: Belton Hills.,,,,,,,,,,,,False,False,"Glacier National Park: Belton Hills., , Montana, US"
,PRESENT,1963-06-01,,152.0,152.0,1963.0,6.0,1.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains.""",,,,,,,,,,,,False,False,"""Lolo National Forest: East Fork Rattlesnake Creek, 12 mi NW of Missoula in Jocko Mountains."", Missoula, Montana, US"
,PRESENT,1970-06-24,,175.0,175.0,1970.0,6.0,24.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby."", Ravalli, Montana, US"
,PRESENT,1970-08-18,,230.0,230.0,1970.0,8.0,18.0,,,,,US,Montana,Ravalli,,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby.""",,,,,,,,,,,,False,False,"""Sapphire Mountains: Bitterroot National Forest: Rye Creek-Sleeping Child Creek Divide, 12 1/2 mi E of Darby."", Ravalli, Montana, US"
,PRESENT,1962-06-30,,181.0,181.0,1962.0,6.0,30.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Wagon Mountain Road 3 mi W of Graves Creek, 21 mi SW of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Wagon Mountain Road 3 mi W of Graves Creek, 21 mi SW of Missoula."", Missoula, Montana, US"
,PRESENT,1948-07-15,,197.0,197.0,1948.0,7.0,15.0,,,,,US,Montana,Missoula,,Flathead Range: Flathead National Forest: 1/2 mi E of Upper Holland Lake.,,,,,,,,,,,,False,False,"Flathead Range: Flathead National Forest: 1/2 mi E of Upper Holland Lake., Missoula, Montana, US"
,PRESENT,1968-08-02,,215.0,215.0,1968.0,8.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula."", Missoula, Montana, US"
,PRESENT,1963-08-21,,233.0,233.0,1963.0,8.0,21.0,,,,,US,Montana,Ravalli,,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby.""",,,,,,,,,,,,False,False,"""Bitterroot National Forest: near Rye Creek, Sleeping Child Creek Divide, 13 mi E of Darby."", Ravalli, Montana, US"
,PRESENT,1938-08-11,,223.0,223.0,1938.0,8.0,11.0,,,,,US,Montana,Ravalli,,Bitterroot National Forest: Black Bear Ranger Station.,,,,,,,,,,,,False,False,"Bitterroot National Forest: Black Bear Ranger Station., Ravalli, Montana, US"
,PRESENT,1955-07-13,,194.0,194.0,1955.0,7.0,13.0,,,,,US,Montana,Missoula,,"""Swan Range: N of Upper Holland Lake, ca 80 mi NE of Missoula.""",,,,,,,,,,,,False,False,"""Swan Range: N of Upper Holland Lake, ca 80 mi NE of Missoula."", Missoula, Montana, US"
,PRESENT,1925-07-25,,206.0,206.0,1925.0,7.0,25.0,,,,,US,Montana,Missoula,,Seeley Lake.,,,,,,,,,,,,False,False,"Seeley Lake., Missoula, Montana, US"
,PRESENT,1968-05-31,,152.0,152.0,1968.0,5.0,31.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 2.5 mi SW of TV Mountain, 7 mi N of Missoula."", Missoula, Montana, US"
,PRESENT,1998-07-17,,198.0,198.0,1998.0,7.0,17.0,,,,,US,Montana,Gallatin,,"""Gallatin Range: Gallatin National Forest: along trail ca 800 ft W of Sourdough (Bozeman) Creek, City of Bozeman Land, 10 mi S of Bozeman.""",,,,,,,,,,,,False,False,"""Gallatin Range: Gallatin National Forest: along trail ca 800 ft W of Sourdough (Bozeman) Creek, City of Bozeman Land, 10 mi S of Bozeman."", Gallatin, Montana, US"
,PRESENT,1968-07-02,,184.0,184.0,1968.0,7.0,2.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 0.5 mi SW of TV Mountain, 8.5 mi N of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Jocko Mountains, Butler Creek Watershed, 0.5 mi SW of TV Mountain, 8.5 mi N of Missoula."", Missoula, Montana, US"
,PRESENT,1989-08-08,,220.0,220.0,1989.0,8.0,8.0,,,,,US,Montana,Stillwater,,"""Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge.""",,,,,,,,,,,,False,False,"""Beartooth Mountains: S of Mystic Lake, ca 28 mi WNW of Red Lodge."", Stillwater, Montana, US"
,PRESENT,1927-08-01,,213.0,213.0,1927.0,8.0,1.0,,,,,US,Montana,Gallatin,,"""Middle Creek Canyon, Blackmore Lake Trail.""",,,,,,,,,,,,False,False,"""Middle Creek Canyon, Blackmore Lake Trail."", Gallatin, Montana, US"
,PRESENT,2008-08-12,,225.0,225.0,2008.0,8.0,12.0,,,,,US,Montana,Carbon,,"""Beartooth Mountains: Gallatin National Forest: from Wyoming along trail NNE towards Crazy Mountain, ca 26-27.5 air mi WSW of Red Lodge.""",,,,,,,,,,,,False,False,"""Beartooth Mountains: Gallatin National Forest: from Wyoming along trail NNE towards Crazy Mountain, ca 26-27.5 air mi WSW of Red Lodge."", Carbon, Montana, US"
,PRESENT,1960-05-17,,138.0,138.0,1960.0,5.0,17.0,,,,,US,Montana,Lake,,"""Flathead National Forest: Swan Valley, vicinity of Lion Creek.""",,,,,,,,,,,,False,False,"""Flathead National Forest: Swan Valley, vicinity of Lion Creek."", Lake, Montana, US"
,PRESENT,1948-07-12,,194.0,194.0,1948.0,7.0,12.0,,,,,US,Montana,Lake,,Mission Range: ca 6 mi SE of McDonald Lake.,,,,,,,,,,,,False,False,"Mission Range: ca 6 mi SE of McDonald Lake., Lake, Montana, US"
,PRESENT,1935-06-05,,156.0,156.0,1935.0,6.0,5.0,,,,,US,Montana,,,Glacier National Park: Headquarters.,,,,,,,,,,,,False,False,"Glacier National Park: Headquarters., , Montana, US"
,PRESENT,1962-06-26,,177.0,177.0,1962.0,6.0,26.0,,,,,US,Montana,Missoula,,"""Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula.""",,,,,,,,,,,,False,False,"""Lolo National Forest: Wagon Mountain Road, 3 mi W of junction with Graves Creek Road, 21 mi SW of Missoula."", Missoula, Montana, US"
,PRESENT,2000-08-22,,235.0,235.0,2000.0,8.0,22.0,,,,,US,Idaho,Valley,,Payette National Forest and Vicinity: Salmon River Mountains: Upper Payette Lake on Forest Hwy 21 at Twentymile Creek.,,,,,,,,,,,,False,False,"Payette National Forest and Vicinity: Salmon River Mountains: Upper Payette Lake on Forest Hwy 21 at Twentymile Creek., Valley, Idaho, US"
,PRESENT,2007-07-01,,182.0,182.0,2007.0,7.0,1.0,,,,,US,Idaho,Bonner,,"North of Priest Lake, Rd. 1041.",,,,,,,,,,,,False,False,"North of Priest Lake, Rd. 1041., Bonner, Idaho, US"
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake.",,,,,,,,,,,,False,False,"Kaniksu National Forest, Selkirk Mountains, trail to Pyramid Lake., Bonner, Idaho, US"
,PRESENT,2003-07-14,,195.0,195.0,2003.0,7.0,14.0,,,,,US,Montana,Gallatin,,"""West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman.""",,,,,,,,,,,,False,False,"""West Side of the Bridger Range: Gallatin National Forest: along South Cottonwood Creek, ca 8 mi NE of Bozeman."", Gallatin, Montana, US"
,PRESENT,1997-07-21,,202.0,202.0,1997.0,7.0,21.0,,,,,US,Montana,Madison,,"""Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak.""",,,,,,,,,,,,False,False,"""Madison Range: Beaverhead National Forest: along the north side of Papoose Creek, ca 3 mi SW of Hilgard Peak."", Madison, Montana, US"
,PRESENT,1986-08-03,,215.0,215.0,1986.0,8.0,3.0,,,,,US,Idaho,Boundary,,Near the top of Copper Mountain.,,,,,,,,,,,,False,False,"Near the top of Copper Mountain., Boundary, Idaho, US"
,PRESENT,2011-08-05,,217.0,217.0,2011.0,8.0,5.0,,,,,US,Idaho,Valley,,"Frank Church-River of No Return Wilderness; Black Burn Saddle, trail from Cold Meadows departs from trail leading to Crooked Creek.  Collection extant:  From ridgeline down to creek; ~1.5 miles.",,,,,,,,,,,,False,False,"Frank Church-River of No Return Wilderness; Black Burn Saddle, trail from Cold Meadows departs from trail leading to Crooked Creek.  Collection extant:  From ridgeline down to creek; ~1.5 miles., Valley, Idaho, US"
,PRESENT,2002-07-17,,198.0,198.0,2002.0,7.0,17.0,,,,,US,Idaho,Latah,,"Bald Mtn. Lookout, St. Joe National Forest.",,,,,,,,,,,,False,False,"Bald Mtn. Lookout, St. Joe National Forest., Latah, Idaho, US"
,PRESENT,2005-06-06,,157.0,157.0,2005.0,6.0,6.0,,,,,US,Idaho,Latah,,Great White Pine campground.,,,,,,,,,,,,False,False,"Great White Pine campground., Latah, Idaho, US"
,PRESENT,1992-07-08,,190.0,190.0,1992.0,7.0,8.0,,,,,US,Idaho,Teton,,"""Big Hole Mountains: Targhee National Forest: just E of Forest Road 253, ca 8 mi SW of Victor.""",,,,,,,,,,,,False,False,"""Big Hole Mountains: Targhee National Forest: just E of Forest Road 253, ca 8 mi SW of Victor."", Teton, Idaho, US"
,PRESENT,1889-08,,,,1889.0,8.0,,,,,,US,Washington,,,Mount Rainier.,,,,,,,,,,,,False,False,"Mount Rainier., , Washington, US"
,PRESENT,2004-07-01,,183.0,183.0,2004.0,7.0,1.0,,,,,US,Idaho,Latah,,Elk Creek Falls Recreation Area.,,,,,,,,,,,,False,False,"Elk Creek Falls Recreation Area., Latah, Idaho, US"
,PRESENT,1949-06-29,,180.0,180.0,1949.0,6.0,29.0,,,,,US,Oregon,Josephine,,"Along the Grayback Trail, Oregon Caves National Monument and vicinity.",,,,,,,,,,,,False,False,"Along the Grayback Trail, Oregon Caves National Monument and vicinity., Josephine, Oregon, US"
,PRESENT,2007-07-31,,212.0,212.0,2007.0,7.0,31.0,,,,,US,Idaho,Bonner,,"Kaniksu National Forest, Selkirk Mountains, Pyramid Lake.",,,,,,,,,,,,False,False,"Kaniksu National Forest, Selkirk Mountains, Pyramid Lake., Bonner, Idaho, US"
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Hood River,,"Along the East Fork Hood River, near Sherwood Forest Camp, Mount Hood National Forest.",,,,,,,,,,,,False,False,"Along the East Fork Hood River, near Sherwood Forest Camp, Mount Hood National Forest., Hood River, Oregon, US"
,PRESENT,1929-08,,,,1929.0,8.0,,,,,,US,Washington,,,"Stevens Pass Region, Cascade Mountains.",,,,,,,,,,,,False,False,"Stevens Pass Region, Cascade Mountains., , Washington, US"
,PRESENT,1977-07-15,,196.0,196.0,1977.0,7.0,15.0,,,,,US,Idaho,Idaho,,"1 mile S of Camp Moosehorn, west side of upper Canyon Creek, in clear cut.",,,,,,,,,,,,False,False,"1 mile S of Camp Moosehorn, west side of upper Canyon Creek, in clear cut., Idaho, Idaho, US"
,PRESENT,2005-07-09,,190.0,190.0,2005.0,7.0,9.0,,,,,US,Idaho,Clearwater,,Clearwater National Forest. Hidden Creek Camp.,,,,,,,,,,,,False,False,"Clearwater National Forest. Hidden Creek Camp., Clearwater, Idaho, US"
,PRESENT,1958-07-03,,184.0,184.0,1958.0,7.0,3.0,,,,,US,Idaho,Shoshone,,"Dismal Lake, about 25 miles south of Avery.",,,,,,,,,,,,False,False,"Dismal Lake, about 25 miles south of Avery., Shoshone, Idaho, US"
,PRESENT,1933-08-13,,225.0,225.0,1933.0,8.0,13.0,,,,,US,Oregon,Wasco,,Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest.,,,,,,,,,,,,False,False,"Along East Fork Hood River; near Sherwood Forest Camp; Mount Hood National Forest., Wasco, Oregon, US"
,PRESENT,1929-07-01,,182.0,182.0,1929.0,7.0,1.0,,,,,US,Montana,,,"Echo Lake, Rocky Mountains, Flathead National Forest.",,,,,,,,,,,,False,False,"Echo Lake, Rocky Mountains, Flathead National Forest., , Montana, US"
,PRESENT,1933-07-24,,205.0,205.0,1933.0,7.0,24.0,,,,,US,Montana,,,"Glacier National Park, Sun Camp.",,,,,,,,,,,,False,False,"Glacier National Park, Sun Camp., , Montana, US"
,PRESENT,2006-07-19,,200.0,200.0,2006.0,7.0,19.0,,,,,US,Idaho,Shoshone,,Hoodoo Pass.,,,,,,,,,,,,False,False,"Hoodoo Pass., Shoshone, Idaho, US"
,PRESENT,1907-08-02,,214.0,214.0,1907.0,8.0,2.0,,,,,US,Washington,,,Olympic Mountains. Elwha Valley.,,,,,,,,,,,,False,False,"Olympic Mountains. Elwha Valley., , Washington, US"
,PRESENT,1963-07-06,,187.0,187.0,1963.0,7.0,6.0,,,,,US,Idaho,,,"Ant Basin, Idaho, East Lago.",,,,,,,,,,,,False,False,"Ant Basin, Idaho, East Lago., , Idaho, US"
,PRESENT,1946-08-15,,227.0,227.0,1946.0,8.0,15.0,,,,,US,Oregon,Wallowa,,Nine miles east of Imnaha.,,,,,,,,,,,,False,False,"Nine miles east of Imnaha., Wallowa, Oregon, US"
,PRESENT,1948-07-10,,192.0,192.0,1948.0,7.0,10.0,,,,,US,Montana,Missoula,,Circa 10 miles west of Placid Lake; Missoula National Forest.,,,,,,,,,,,,False,False,"Circa 10 miles west of Placid Lake; Missoula National Forest., Missoula, Montana, US"
,PRESENT,1925-08,,,,1925.0,8.0,,,,,,US,Washington,,,"Inter Fork of White River, Mount Rainier.",,,,,,,,,,,,False,False,"Inter Fork of White River, Mount Rainier., , Washington, US"
